origen,destino,distancia
N0_26,N1_27,150.45
N0_27,N0_28,102.84
N0_28,N0_27,104.12927956492959
N0_27,N1_27,104.82
N0_28,N0_29,93.01
N0_29,N0_28,90.105654459898
N0_28,N1_28,98.41
N1_28,N0_28,96.10806163316616
N0_29,N0_30,106.5
N0_30,N0_29,96.6480187816013
N0_29,N1_29,98.41
N0_30,N0_31,101.26
N0_31,N0_30,105.18202769913995
N0_30,N1_30,96.07
N0_30,N1_31,133.01
N0_31,N0_32,101.99
N0_32,N0_31,96.63714243730483
N0_31,N1_31,98.4
N1_31,N0_31,106.68203246359334
N0_31,N1_32,140.11
N0_32,N0_33,86.0
N0_32,N1_32,88.47
N1_32,N0_32,84.98525434631063
N0_33,N0_34,104.73
N0_34,N0_33,108.83924586456203
N0_33,N1_33,103.94
N0_33,N1_34,155.77
N0_34,N0_35,113.52
N0_34,N1_34,104.88
N1_34,N0_34,103.68668822524005
N0_34,N1_35,140.44
N0_35,N0_36,88.44
N0_35,N1_35,100.6
N1_35,N0_35,103.52856280592421
N0_36,N0_37,101.72
N0_36,N1_36,102.59
N1_36,N0_36,107.53370538424075
N0_36,N1_37,138.39
N0_37,N0_38,101.4
N0_38,N0_37,107.91023271784078
N0_37,N1_37,95.68
N1_37,N0_37,89.15409666233992
N0_38,N1_38,84.26
N1_38,N0_38,78.1199707837795
N1_0,N1_1,100.5
N1_1,N1_0,91.03185800233574
N1_0,N2_0,101.69
N1_0,N2_1,140.56
N1_1,N1_2,112.7
N1_2,N1_1,107.05351049024927
N1_1,N2_1,93.38
N2_1,N1_1,101.1871482510147
N1_1,N2_2,140.22
N1_2,N1_3,86.51
N1_2,N2_2,89.89
N2_2,N1_2,89.98216196862035
N1_3,N1_4,106.48
N1_3,N2_3,97.56
N1_4,N1_5,92.55
N1_5,N1_4,86.58207417897307
N1_4,N2_4,97.64
N2_4,N1_4,99.33659749119316
N1_5,N1_6,111.61
N1_5,N2_5,103.69
N2_5,N1_5,108.85295600694856
N1_6,N1_7,96.86
N1_6,N2_6,102.57
N2_6,N1_6,95.6548825184501
N1_7,N1_8,100.25
N1_8,N1_7,107.41007930813797
N1_7,N2_7,102.91
N2_7,N1_7,106.56732355504435
N1_8,N1_9,104.63
N1_9,N1_8,94.58661563303504
N1_8,N2_8,108.48
N2_8,N1_8,114.28525791562353
N1_9,N1_10,106.63
N1_10,N1_9,109.77284576433657
N1_9,N2_9,96.47
N2_9,N1_9,86.98629915095432
N1_10,N1_11,99.08
N1_11,N1_10,95.22498938318839
N1_10,N2_10,82.96
N2_10,N1_10,85.32834724492639
N1_11,N1_12,97.25
N1_12,N1_11,94.30739392584199
N1_11,N2_11,108.36
N1_12,N1_13,102.42
N1_13,N1_12,109.06318286700507
N1_12,N2_12,100.98
N2_12,N1_12,92.94829523155386
N1_13,N1_14,95.93
N1_14,N1_13,102.51624586634574
N1_13,N2_13,114.86
N2_13,N1_13,118.24474318212378
N1_14,N1_15,110.59
N1_14,N2_14,105.84
N1_15,N1_16,86.6
N1_16,N1_15,89.03510099404583
N1_15,N2_15,109.07
N2_15,N1_15,103.8596586495086
N1_15,N2_16,130.59
N1_16,N1_17,98.59
N1_17,N1_16,94.62256314481859
N1_16,N2_16,86.37
N1_16,N2_17,135.38
N1_17,N1_18,114.14
N1_18,N1_17,121.11235199107824
N1_17,N2_17,98.45
N2_17,N1_17,100.41965569955632
N1_18,N1_19,96.16
N1_19,N1_18,100.41571845610109
N1_18,N2_18,86.75
N2_18,N1_18,95.38108887768344
N1_19,N1_20,90.49
N1_20,N1_19,88.46799952035678
N1_19,N2_19,102.99
N1_19,N2_20,137.18
N1_20,N1_21,107.77
N1_21,N1_20,101.08643136750625
N1_20,N2_20,98.85
N2_20,N1_20,93.36112034491083
N1_21,N1_22,99.82
N1_22,N1_21,107.93589515590291
N1_21,N2_21,104.9
N2_21,N1_21,105.053465670631
N1_21,N2_22,149.84
N1_22,N1_23,97.13
N1_23,N1_22,104.44378768062984
N1_22,N2_22,104.11
N1_23,N1_24,112.1
N1_23,N2_23,117.01
N1_23,N2_24,146.96
N1_24,N1_25,99.55
N1_25,N1_24,93.23989098812076
N1_24,N2_24,110.26
N2_24,N1_24,106.63536707859929
N1_25,N1_26,85.29
N1_26,N1_25,89.45573297472963
N1_25,N2_25,91.76
N2_25,N1_25,97.04703569629308
N1_26,N1_27,118.33
N1_26,N2_26,103.11
N1_26,N2_27,151.48
N1_27,N1_28,92.15
N1_28,N1_27,98.90262980343353
N1_27,N2_27,87.8
N2_27,N1_27,95.60192527904137
N1_28,N1_29,105.49
N1_29,N1_28,105.50007164704708
N1_28,N2_28,107.39
N2_28,N1_28,104.8484915029844
N1_29,N1_30,88.46
N1_29,N2_29,117.86
N2_29,N1_29,109.31197388922888
N1_30,N1_31,108.58
N1_31,N1_30,110.08716831643153
N1_30,N2_30,96.52
N2_30,N1_30,95.70095894382
N1_31,N1_32,106.54
N1_32,N1_31,112.48367860875973
N1_31,N2_31,93.73
N2_31,N1_31,96.1863403488365
N1_32,N1_33,86.84
N1_33,N1_32,78.23786409273194
N1_32,N2_32,114.22
N1_32,N2_33,143.69
N1_33,N1_34,110.39
N1_33,N2_33,102.94
N2_33,N1_33,102.72541314189078
N1_33,N2_34,141.9
N1_34,N1_35,91.88
N1_34,N2_34,90.4
N2_34,N1_34,92.81345473590292
N1_35,N1_36,107.94
N1_36,N1_35,105.4210348761141
N1_35,N2_35,106.58
N1_36,N1_37,97.99
N1_37,N1_36,88.46688337276534
N1_36,N2_36,83.48
N2_36,N1_36,89.04358581699536
N1_37,N1_38,94.36
N1_38,N1_37,96.75083571789088
N1_37,N2_37,93.08
N1_38,N2_38,109.85
N2_38,N1_38,101.69760968540982
N2_0,N2_1,92.66
N2_1,N2_0,86.4892181104563
N2_0,N3_0,98.39
N3_0,N2_0,94.41902394425766
N2_1,N2_2,108.26
N2_2,N2_1,110.34660147786288
N2_1,N3_1,113.2
N3_1,N2_1,121.98373235247065
N2_1,N3_2,152.22
N2_2,N2_3,105.53
N2_3,N2_2,114.00160597930635
N2_2,N3_2,110.47
N3_2,N2_2,103.58608479278487
N2_2,N3_3,145.78
N2_3,N2_4,84.26
N2_4,N2_3,82.63195599313298
N2_3,N3_3,104.0
N2_3,N3_4,146.04
N2_4,N2_5,112.65
N2_4,N3_4,94.85
N3_4,N2_4,96.55147307614162
N2_5,N2_6,89.27
N2_6,N2_5,91.95774794668434
N2_5,N3_5,99.33
N2_5,N3_6,137.62
N2_6,N2_7,109.73
N2_6,N3_6,100.63
N3_6,N2_6,91.54486118879404
N2_6,N3_7,150.32
N2_7,N2_8,104.68
N2_8,N2_7,107.89509165883817
N2_7,N3_7,94.88
N2_8,N2_9,88.37
N2_9,N2_8,86.25360500598266
N2_8,N3_8,96.87
N3_8,N2_8,96.37395465876159
N2_9,N2_10,105.77
N2_10,N2_9,108.52660608980678
N2_9,N3_9,85.47
N3_9,N2_9,88.23349426369481
N2_10,N2_11,100.93
N2_10,N3_10,118.57
N3_10,N2_10,109.96569578394319
N2_10,N3_11,138.03
N2_11,N2_12,104.31
N2_11,N3_11,93.13
N3_11,N2_11,86.00992407171202
N2_12,N2_13,88.65
N2_12,N3_12,90.87
N2_13,N2_14,105.46
N2_13,N3_13,99.17
N3_13,N2_13,93.25298605010674
N2_13,N3_14,133.91
N2_14,N2_15,98.62
N2_14,N3_14,99.4
N2_15,N2_16,104.86
N2_15,N3_15,99.86
N3_15,N2_15,96.47681542268052
N2_16,N2_17,96.71
N2_17,N2_16,104.57987381626633
N2_16,N3_16,108.96
N3_16,N2_16,112.64332590949175
N2_17,N2_18,112.95
N2_17,N3_17,104.78
N3_17,N2_17,109.46499915572453
N2_18,N2_19,98.84
N2_18,N3_18,112.04
N2_18,N3_19,147.6
N2_19,N2_20,83.81
N2_19,N3_19,104.42
N3_19,N2_19,96.0624093820633
N2_20,N2_21,116.06
N2_20,N3_20,91.69
N2_20,N3_21,142.89
N2_21,N2_22,101.81
N2_22,N2_21,106.66715546672029
N2_21,N3_21,82.35
N2_21,N3_22,128.06
N2_22,N2_23,84.83
N2_22,N3_22,86.31
N3_22,N2_22,89.12983448454696
N2_23,N2_24,101.21
N2_24,N2_23,99.94921724869992
N2_23,N3_23,97.38
N3_23,N2_23,104.75118956635319
N2_24,N2_25,96.91
N2_25,N2_24,90.7633751043252
N2_24,N3_24,102.98
N3_24,N2_24,112.50173532136435
N2_25,N2_26,118.53
N2_26,N2_25,126.84302042893528
N2_25,N3_25,103.15
N3_25,N2_25,106.2207029622848
N2_25,N3_26,148.31
N2_26,N2_27,96.0
N2_26,N3_26,110.79
N3_26,N2_26,101.01048683514901
N2_26,N3_27,132.46
N2_27,N2_28,92.86
N2_27,N3_27,103.67
N3_27,N2_27,105.55161678220169
N2_27,N3_28,137.58
N2_28,N2_29,111.9
N2_29,N2_28,104.76661134482484
N2_28,N3_28,91.24
N3_28,N2_28,88.65971299776486
N2_29,N2_30,94.8
N2_30,N2_29,101.21865159533324
N2_29,N3_29,94.74
N3_29,N2_29,87.74165718428338
N2_29,N3_30,132.13
N2_30,N2_31,91.92
N2_30,N3_30,103.76
N3_30,N2_30,94.33801769627892
N2_31,N2_32,106.9
N2_32,N2_31,111.27366761315575
N2_31,N3_31,105.61
N3_31,N2_31,111.26074158771951
N2_32,N2_33,103.73
N2_33,N2_32,113.64442123694889
N2_32,N3_32,82.36
N3_32,N2_32,79.69648817120947
N2_33,N2_34,97.21
N2_34,N2_33,89.34069765577784
N2_33,N3_33,107.31
N3_33,N2_33,101.9139594634859
N2_34,N2_35,105.75
N2_35,N2_34,103.315140458152
N2_34,N3_34,115.55
N3_34,N2_34,116.89833531018756
N2_34,N3_35,136.47
N2_35,N2_36,102.39
N2_35,N3_35,94.03
N3_35,N2_35,87.57817618231255
N2_35,N3_36,139.37
N2_36,N2_37,84.52
N2_37,N2_36,90.76460188749424
N2_36,N3_36,103.02
N2_37,N2_38,110.27
N2_37,N3_37,115.11
N3_37,N2_37,104.7581741498301
N2_38,N3_38,106.48
N3_38,N2_38,104.42018685276086
N3_0,N3_1,103.36
N3_1,N3_0,109.58767333988682
N3_0,N4_0,100.29
N4_0,N3_0,107.4424666585627
N3_1,N3_2,107.63
N3_1,N4_1,98.63
N4_1,N3_1,101.65543585990751
N3_2,N3_3,99.35
N3_3,N3_2,100.48519319661402
N3_2,N4_2,96.24
N3_3,N3_4,107.04
N3_4,N3_3,109.58896821940256
N3_3,N4_3,94.96
N4_3,N3_3,95.11835036414728
N3_4,N3_5,95.84
N3_5,N3_4,104.47240713171284
N3_4,N4_4,106.84
N4_4,N3_4,97.31575275791339
N3_5,N3_6,93.59
N3_6,N3_5,94.71590351869538
N3_5,N4_5,112.18
N4_5,N3_5,111.57722726901576
N3_6,N3_7,98.47
N3_7,N3_6,90.8685760194579
N3_6,N4_6,95.96
N4_6,N3_6,90.61977049328507
N3_7,N3_8,109.27
N3_8,N3_7,119.41973371821115
N3_7,N4_7,94.06
N3_8,N3_9,94.25
N3_9,N3_8,85.6879173707674
N3_8,N4_8,109.74
N3_9,N3_10,112.29
N3_10,N3_9,117.26577416564565
N3_9,N4_9,114.83
N3_10,N3_11,86.35
N3_10,N4_10,97.41
N4_10,N3_10,95.32340941652741
N3_11,N3_12,114.47
N3_12,N3_11,119.43314251386114
N3_11,N4_11,116.69
N3_12,N3_13,99.68
N3_13,N3_12,106.40772691053019
N3_12,N4_12,99.17
N4_12,N3_12,104.5677273739208
N3_13,N3_14,86.18
N3_14,N3_13,94.04289638354146
N3_13,N4_13,92.31
N3_14,N3_15,111.3
N3_15,N3_14,101.25120394136621
N3_14,N4_14,108.53
N4_14,N3_14,115.88434249839656
N3_15,N3_16,105.77
N3_16,N3_15,114.67926759128257
N3_15,N4_15,84.42
N3_16,N3_17,80.42
N3_17,N3_16,74.44289258251757
N3_16,N4_16,94.36
N4_16,N3_16,96.25750452351174
N3_16,N4_17,137.26
N3_17,N3_18,105.88
N3_18,N3_17,103.43761603803668
N3_17,N4_17,106.4
N4_17,N3_17,115.25056994331429
N3_17,N4_18,146.9
N3_18,N3_19,112.83
N3_18,N4_18,96.51
N4_18,N3_18,105.59142982660339
N3_19,N3_20,84.2
N3_19,N4_19,106.66
N4_19,N3_19,110.92670472542548
N3_19,N4_20,134.58
N3_20,N3_21,108.76
N3_20,N4_20,116.1
N4_20,N3_20,124.47562922111906
N3_20,N4_21,154.53
N3_21,N3_22,101.09
N3_22,N3_21,103.77056884616786
N3_21,N4_21,117.51
N3_22,N3_23,92.41
N3_22,N4_22,114.01
N4_22,N3_22,117.94046540499613
N3_22,N4_23,136.69
N3_23,N3_24,101.22
N3_24,N3_23,110.4983607105884
N3_23,N4_23,87.94
N4_23,N3_23,91.35755899391623
N3_24,N3_25,112.86
N3_24,N4_24,101.89
N4_24,N3_24,101.4899782784762
N3_25,N3_26,84.04
N3_26,N3_25,82.65296909997377
N3_25,N4_25,102.66
N4_25,N3_25,109.66940515722403
N3_26,N3_27,104.03
N3_27,N3_26,110.44458923867123
N3_26,N4_26,91.3
N4_26,N3_26,82.63146929930666
N3_27,N3_28,110.21
N3_28,N3_27,103.59524908134888
N3_27,N4_27,97.01
N4_27,N3_27,90.43146852104736
N3_28,N3_29,90.71
N3_28,N4_28,100.01
N4_28,N3_28,103.82227819698093
N3_29,N3_30,105.81
N3_30,N3_29,95.91266768217413
N3_29,N4_29,98.45
N4_29,N3_29,90.62283132479476
N3_29,N4_30,148.75
N3_30,N3_31,89.38
N3_31,N3_30,95.90190638951748
N3_30,N4_30,100.04
N4_30,N3_30,101.26590122023855
N3_31,N3_32,117.68
N3_32,N3_31,124.71306876659455
N3_31,N4_31,98.74
N3_32,N3_33,94.71
N3_33,N3_32,92.58006015457659
N3_32,N4_32,112.33
N4_32,N3_32,123.01983327371295
N3_33,N3_34,100.75
N3_34,N3_33,90.93624953914396
N3_33,N4_33,88.41
N3_34,N3_35,91.93
N3_35,N3_34,98.73499124542008
N3_34,N4_34,97.87
N4_34,N3_34,105.92443434484137
N3_34,N4_35,131.62
N3_35,N3_36,115.48
N3_36,N3_35,121.37196755949668
N3_35,N4_35,103.38
N4_35,N3_35,105.51762914241996
N3_35,N4_36,147.4
N3_36,N3_37,99.71
N3_37,N3_36,95.60549212822517
N3_36,N4_36,102.59
N3_37,N3_38,87.01
N3_37,N4_37,87.07
N3_38,N4_38,101.26
N4_38,N3_38,99.81214025724368
N4_0,N4_1,116.11
N4_0,N5_0,113.53
N5_0,N4_0,107.96739665949478
N4_1,N4_2,95.02
N4_2,N4_1,88.45992748095864
N4_1,N5_1,90.67
N4_2,N4_3,106.3
N4_2,N5_2,92.12
N5_2,N4_2,94.24997424845407
N4_3,N4_4,101.92
N4_4,N4_3,103.40144777547171
N4_3,N5_3,105.74
N5_3,N4_3,111.74669707436897
N4_4,N4_5,98.11
N4_4,N5_4,96.35
N4_5,N4_6,98.37
N4_6,N4_5,96.71603128993928
N4_5,N5_5,93.59
N5_5,N4_5,85.95203687863145
N4_6,N4_7,104.07
N4_6,N5_6,109.02
N5_6,N4_6,105.98483576894623
N4_7,N4_8,99.11
N4_8,N4_7,99.71454910871849
N4_7,N5_7,110.33
N5_7,N4_7,117.47250825481552
N4_7,N5_8,132.07
N4_8,N4_9,88.05
N4_8,N5_8,85.93
N5_8,N4_8,84.99623729464874
N4_8,N5_9,131.65
N4_9,N4_10,96.83
N4_10,N4_9,99.1758364561793
N4_9,N5_9,96.45
N5_9,N4_9,99.9714157492249
N4_10,N4_11,115.02
N4_11,N4_10,125.25649637061399
N4_10,N5_10,101.44
N5_10,N4_10,102.25633460497869
N4_11,N4_12,100.01
N4_12,N4_11,106.45282550292781
N4_11,N5_11,96.85
N5_11,N4_11,102.71556020553567
N4_12,N4_13,89.9
N4_12,N5_12,100.79
N5_12,N4_12,94.59166471596707
N4_13,N4_14,98.68
N4_14,N4_13,92.11570395463755
N4_13,N5_13,95.75
N5_13,N4_13,96.47721801296541
N4_14,N4_15,100.5
N4_14,N5_14,101.14
N5_14,N4_14,106.67402208411772
N4_14,N5_15,142.15
N4_15,N4_16,113.59
N4_16,N4_15,104.59200925080744
N4_15,N5_15,108.17
N5_15,N4_15,112.55613916883199
N4_15,N5_16,151.03
N4_16,N4_17,89.21
N4_17,N4_16,91.82494420455792
N4_16,N5_16,97.38
N5_16,N4_16,102.18844572083192
N4_17,N4_18,102.62
N4_18,N4_17,99.16612636609062
N4_17,N5_17,90.55
N4_18,N4_19,102.96
N4_19,N4_18,104.15606995590436
N4_18,N5_18,100.6
N5_18,N4_18,95.12023017502612
N4_19,N4_20,91.59
N4_20,N4_19,93.97531985341519
N4_19,N5_19,95.51
N5_19,N4_19,86.28165127654572
N4_20,N4_21,101.27
N4_21,N4_20,104.13437630723912
N4_20,N5_20,83.58
N5_20,N4_20,87.85863733435659
N4_21,N4_22,101.74
N4_22,N4_21,93.04305002276959
N4_21,N5_21,85.54
N5_21,N4_21,78.8017668503115
N4_21,N5_22,133.29
N4_22,N4_23,104.78
N4_23,N4_22,96.11480342045039
N4_22,N5_22,91.21
N5_22,N4_22,90.07308831859936
N4_23,N4_24,98.37
N4_24,N4_23,97.85823356453709
N4_23,N5_23,103.15
N5_23,N4_23,95.64854952659856
N4_24,N4_25,103.98
N4_25,N4_24,104.93088604985456
N4_24,N5_24,95.06
N5_24,N4_24,88.29316411816068
N4_25,N4_26,101.4
N4_26,N4_25,107.38294723887428
N4_25,N5_25,101.67
N5_25,N4_25,99.09023588998319
N4_25,N5_26,147.61
N4_26,N4_27,102.68
N4_27,N4_26,103.81091229646844
N4_26,N5_26,104.47
N4_27,N4_28,104.46
N4_28,N4_27,105.23618059839978
N4_27,N5_27,112.75
N5_27,N4_27,108.34578548548141
N4_27,N5_28,145.41
N4_28,N4_29,96.48
N4_29,N4_28,93.4669614354795
N4_28,N5_28,114.66
N5_28,N4_28,118.00650123963995
N4_29,N4_30,99.11
N4_29,N5_29,105.9
N4_29,N5_30,146.91
N4_30,N4_31,88.31
N4_30,N5_30,103.12
N4_30,N5_31,131.84
N4_31,N4_32,105.38
N4_32,N4_31,112.7858476378393
N4_31,N5_31,102.28
N5_31,N4_31,112.39166775950267
N4_32,N4_33,110.58
N4_33,N4_32,105.9500743948742
N4_32,N5_32,91.87
N4_33,N4_34,89.42
N4_34,N4_33,89.19091329483197
N4_33,N5_33,109.23
N5_33,N4_33,101.10798809253517
N4_34,N4_35,102.49
N4_34,N5_34,98.14
N5_34,N4_34,105.99352770106486
N4_35,N4_36,97.76
N4_36,N4_35,100.03472719643283
N4_35,N5_35,95.4
N5_35,N4_35,97.00596231868637
N4_36,N4_37,102.64
N4_37,N4_36,98.86968709814064
N4_36,N5_36,97.39
N5_36,N4_36,87.74511541054247
N4_37,N4_38,106.39
N4_37,N5_37,108.4
N5_37,N4_37,107.01516975282446
N4_37,N5_38,146.78
N4_38,N5_38,85.82
N5_0,N5_1,99.38
N5_1,N5_0,98.64157432287882
N5_0,N6_0,96.7
N6_0,N5_0,92.93782454325279
N5_1,N5_2,94.97
N5_1,N6_1,102.13
N6_1,N5_1,109.11146372277932
N5_1,N6_2,138.37
N5_2,N5_3,106.21
N5_2,N6_2,108.32
N6_2,N5_2,103.19071547045938
N5_2,N6_3,156.12
N5_3,N5_4,97.8
N5_3,N6_3,100.02
N5_4,N5_5,95.07
N5_5,N5_4,86.15612710839198
N5_4,N6_4,98.7
N6_4,N5_4,96.827354389459
N5_5,N5_6,113.75
N5_6,N5_5,114.92376346647009
N5_5,N6_5,108.85
N6_5,N5_5,119.70731237000801
N5_6,N5_7,85.61
N5_7,N5_6,83.31254658462373
N5_6,N6_6,99.76
N5_6,N6_7,137.62
N5_7,N5_8,107.86
N5_8,N5_7,103.35143388414448
N5_7,N6_7,91.86
N6_7,N5_7,92.05128914171205
N5_8,N5_9,97.02
N5_9,N5_8,100.17661340790423
N5_8,N6_8,115.71
N6_8,N5_8,122.80394999742542
N5_9,N5_10,108.38
N5_9,N6_9,96.08
N6_9,N5_9,95.04657204881026
N5_10,N5_11,89.52
N5_11,N5_10,92.37413584768609
N5_10,N6_10,94.6
N6_10,N5_10,99.06360278315488
N5_11,N5_12,96.46
N5_12,N5_11,91.03545841016118
N5_11,N6_11,90.95
N6_11,N5_11,82.99844452611102
N5_12,N5_13,109.02
N5_12,N6_12,104.73
N5_12,N6_13,152.79
N5_13,N5_14,92.75
N5_14,N5_13,92.18745694813938
N5_13,N6_13,101.91
N6_13,N5_13,92.66548825878901
N5_13,N6_14,139.45
N5_14,N5_15,111.48
N5_15,N5_14,116.0225034934906
N5_14,N6_14,91.11
N6_14,N5_14,97.11683047032082
N5_14,N6_15,136.93
N5_15,N5_16,101.43
N5_15,N6_15,101.56
N6_15,N5_15,94.9352374716603
N5_16,N5_17,91.15
N5_17,N5_16,93.94532524373139
N5_16,N6_16,109.38
N6_16,N5_16,109.74451754688995
N5_17,N5_18,95.29
N5_18,N5_17,95.60201342454955
N5_17,N6_17,98.2
N6_17,N5_17,105.42200944555131
N5_18,N5_19,115.31
N5_19,N5_18,117.71331362734853
N5_18,N6_18,88.34
N6_18,N5_18,81.96129204943874
N5_19,N5_20,93.99
N5_19,N6_19,87.91
N6_19,N5_19,82.83789372491485
N5_20,N5_21,110.67
N5_21,N5_20,115.47977814892296
N5_20,N6_20,98.88
N5_21,N5_22,82.13
N5_22,N5_21,85.74791945267991
N5_21,N6_21,101.5
N6_21,N5_21,101.06993724721768
N5_22,N5_23,116.09
N5_22,N6_22,105.07
N6_22,N5_22,95.03468104577428
N5_23,N5_24,99.15
N5_24,N5_23,92.43019085348828
N5_23,N6_23,110.06
N6_23,N5_23,99.91666932565151
N5_24,N5_25,103.82
N5_24,N6_24,96.99
N5_25,N5_26,99.25
N5_26,N5_25,101.22224682747935
N5_25,N6_25,87.5
N6_25,N5_25,79.07585062365165
N5_25,N6_26,137.78
N5_26,N5_27,93.44
N5_27,N5_26,89.3932000582686
N5_26,N6_26,108.75
N5_27,N5_28,97.9
N5_28,N5_27,105.09178097226524
N5_27,N6_27,95.23
N5_27,N6_28,140.14
N5_28,N5_29,100.89
N5_29,N5_28,106.83476306571539
N5_28,N6_28,98.78
N6_28,N5_28,92.4953033043457
N5_29,N5_30,103.92
N5_29,N6_29,102.62
N6_29,N5_29,99.39098523907626
N5_30,N5_31,90.71
N5_31,N5_30,85.80828172699742
N5_30,N6_30,83.31
N6_30,N5_30,76.78799523782706
N5_31,N5_32,107.67
N5_32,N5_31,107.76387803440673
N5_31,N6_31,93.39
N6_31,N5_31,86.84450397455495
N5_32,N5_33,98.22
N5_33,N5_32,100.47411304127235
N5_32,N6_32,106.67
N5_32,N6_33,149.71
N5_33,N5_34,95.11
N5_34,N5_33,87.83439708586528
N5_33,N6_33,98.8
N6_33,N5_33,91.49529789375676
N5_34,N5_35,100.82
N5_35,N5_34,108.82448196521763
N5_34,N6_34,91.06
N6_34,N5_34,93.7778083597602
N5_35,N5_36,100.75
N5_36,N5_35,91.55028140923011
N5_35,N6_35,113.46
N6_35,N5_35,107.3215021297534
N5_35,N6_36,161.52
N5_36,N5_37,96.52
N5_37,N5_36,94.22738932262655
N5_36,N6_36,111.7
N6_36,N5_36,117.09274290458538
N5_36,N6_37,134.96
N5_37,N5_38,111.28
N5_38,N5_37,102.32678751216599
N5_37,N6_37,91.39
N5_38,N6_38,101.61
N6_0,N6_1,109.73
N6_0,N7_0,105.25
N7_0,N6_0,103.32701313366589
N6_1,N6_2,93.28
N6_2,N6_1,98.6794658298844
N6_1,N7_1,106.56
N7_1,N6_1,98.4151632080463
N6_2,N6_3,113.96
N6_3,N6_2,118.23957946463908
N6_2,N7_2,105.83
N7_2,N6_2,102.91480237036899
N6_3,N6_4,95.87
N6_4,N6_3,91.14615389277208
N6_3,N7_3,93.67
N7_3,N6_3,92.23800202961662
N6_4,N6_5,101.55
N6_4,N7_4,105.34
N7_4,N6_4,110.71174800204798
N6_5,N6_6,85.34
N6_6,N6_5,85.04075967659345
N6_5,N7_5,85.4
N7_5,N6_5,86.33788596557545
N6_6,N6_7,114.95
N6_7,N6_6,111.3717514338995
N6_6,N7_6,108.26
N7_6,N6_6,113.36516118745104
N6_6,N7_7,147.33
N6_7,N6_8,104.48
N6_8,N6_7,109.65832542038935
N6_7,N7_7,101.82
N7_7,N6_7,105.87877821089647
N6_8,N6_9,96.27
N6_8,N7_8,93.85
N7_8,N6_8,90.81747837522644
N6_9,N6_10,97.15
N6_10,N6_9,101.16792840854367
N6_9,N7_9,108.62
N6_9,N7_10,140.2
N6_10,N6_11,92.55
N6_10,N7_10,91.47
N6_11,N6_12,96.29
